item_id,description,manufacturer_name
0390016947,7060 8 PTD GRVD TEE,ANV
0390017002,7060 14 SEGW PTD GRVD TEE,ANV
0390030104,"7074 1"" PTD GRVD CAP",ANV
0390030146,"7074 2"" PTD GRVD CAP",ANV
0390030161,"7074 2-1/2"" PTD GRVD CAP",ANV
0390030229,"7074 4"" PTD GRVD CAP",ANV
0390030302,"7074 6"" PTD GRVD CAP",ANV
0390030385,"7074 8"" PTD GRVD CAP",ANV
0390030906,7050LR 14 SEGW PTD GRVD 90 LR,ANV
0390035376,"7085 6"" PTD 300 FLG NIPPLE",ANV
0390092609,7000 6 GAL LT/W E GSKT CPLG,ANV
0390101806,7401 11/2 GAL E GKT RIDGLK CPL,ANV
0390101814,7401 2 GAL E GSKT RIDGLOK CPLG,ANV
0390101822,7401 21/2 GAL E GSKT RLK CPLG,ANV
0390101830,7401 3 GAL E GSKT RIDGLOK CPLG,ANV
0390101848,7401 4 GAL E GSKT RIDGLOK CPLG,ANV
0390101855,7401 5 GAL E GSKT RIDGLOK CPLG,ANV
0390103315,7401 10 GAL FG GSKT GRV CPLG,ANV
0390116523,7050 2 GAL GRV 90 EL,ANV
0390116549,7050 21/2 GAL GRV 90 EL,ANV
0390116564,7050 3 GALV GRVD 90 ELBOW,ANV
0390116606,7050 4 GAL GRV 90 EL,ANV
0390116663,7050 6 GAL GRVD 90 ELBOW,ANV
0390117083,7051 2 GAL GRV 45 EL,ANV
0390117125,7051 3 GAL GRV 45 EL,ANV
0390117745,7052 4 GAL GRVD 22-1/2 ELBOW,ANV
0390117802,7052 8 GAL GRVD 22-1/2 ELBOW,ANV
0390119105,7060 2 GAL GRV TEE,ANV
0390119147,7060 3 GAL GRV TEE,ANV
0390119188,7060 4 GAL GRV TEE,ANV
0390119576,7061 2.5X2.5X11/4 GAL GRV RED,ANV
0390119592,7061 21/2X21/2X2 GAL GRV RED,ANV
0390119709,7061 4X4X2 GAL GRV RED TEE,ANV
0390122760,7064 2X2X11/2 GAL THD BRCH TEE,ANV
0390122802,7064 3X3X1 GAL THRD BRCH TEE,ANV
0390122836,7064 3X11/2 GAL THD BRCH TEE,ANV
0390131928,7074 1 GAL GRV CAP,ANV
0390131969,7074 2 GAL GRV CAP,ANV
0390132009,7074 3 GAL GRV CAP,ANV
0390132041,"7074 4"" GAL GRV CAP",ANV
0390137081,7073 21/2X2 GAL GRV ECC RED,ANV
0390137107,7073 3X2 GAL GRV ECC RED,ANV
0390137248,7073 4X2 GAL GRV ECC RED,ANV
0390137263,7073 4X21/2 GAL GRV ECC RED,ANV
0390137271,7073 4X3 SW GAL GRV ECC RED,ANV
0390201184,7012 6 PTD E GSKT FLANGE,ANV
0390201226,7012 8 PTD E GSKT FLANGE,ANV
0390210185,7012 6 GAL E GSKT FLANGE,ANV
0390211043,11/2 PTD E GSKT RIGD CPLG,ANV
0390211068,2 PTD E GSKT RIGD CPLG,ANV
0390211126,3 PTD E GSKT RIGD CPLG,ANV
0390211142,4 PTD E GSKT RIGD CPLG,ANV
0390211837,8 PTD E FG GSKT CPLG DOM,ANV
0390212504,1 PTD T GSKT RIGD CPLG,ANV
0390212702,11/2 PTD T GSKT RIGD CPLG,ANV
0390212710,2 PTD T GSKT RIGD CPLG,ANV
0390212736,3 PTD T GSKT RIGD CPLG,ANV
0390212751,4 PTD T GSKT RIGD CPLG,ANV
03914A,"SCREW,SCREW",
03915A,"WASHER,WASHER",
03935S,"VALVE,
03937S,VALVE",
03938S,"VALVE,
03945A,VALVE",
03952A,"VALVE,VALVE",
03952AUSA,"VALVE,VALVE",
03982C,"BATTERY CHGR,GELLED",
03985A,HIGH CHALLENGE CABINET PKG,VIK
03991C-18,"THERMO RELEASE,
04016A,CONNECTOR",
0403706PL,3/8 X 6 EYE ROD,ERC
0403708PL,3/8 X 8 EYE ROD,ERC
04110,3/4 - 1 CPVC PIPE CUTTER,REE
04114,1/8-1 5/16 CPVC PIPE CUTTER,REE
04118,1/4-1 5/8 CPVC PIPE CUTTER,REE
04124,3/4 - 2 CPVC PIPE CUTTER,REE
04134,3/8-3 1/2 CPVC PIPE CUTTER,REE
0413704PL,3/8 X 4 COACH SCREW,ERC
0413706PL,3/8 X 6 COACH SCREW,ERC
0413708PL,3/8 X 8 COACH SCREW,ERC
04137A,"SPRING,SPRING",
04144BA,"GENERIC,BR",
04177,"2"" RATCHED SHEARS FOR CPVC",REE
04180,WHEEL FOR PIPE CUTTER 04124,REE
04184,WHEEL FOR CPVC PIPE CUTTER,REE
04187B,"GASKET,
04188B,RUBBER",
04-208,4 BOLT NUT GASKET PACK,FPP
04-210,6 BOLT NUT GASKET PACK,FPP
04-211,8 BOLT NUT GASKET PACK,FPP
04211A,"PLATE,
04-212,10"""" BOLT NUT GASKET PACK""",FPP
04224B,"RING,
04224BN,RING"," PTFE COATED"""
0422520EG,"#42 LAG SCREW 1/4"" X 2"" EG",ERC
04225B,"RUBBER,
0423715EG,#42 LAG SCREW 3/8"""" X 1-1/2"""" EG""",ERC
0423725EG,"#42 LAG SCREW 3/8"" X 2-1/2"" EG",ERC
0425020EG,"#42 LAG SCREW 1/2"" X 2"" EG",ERC
0425025EG,"#42 LAG SCREW 1/2"" x 2-1/2"" EG",ERC
04276,"1 1/4"" RATCHET SHEARS",REE
04277,"2"" RATCHET SHEARS",REE
04292B,"VALVE ASSY,
0431602EG,#43 WOOD SCREW #16 x 2""""""",ERC
04362C,"BATTERY CHGR,NCKL/CAD",
04388A,"GASKET,
04406CA,FRAME 1/2 M K5.6 BR,VIK
04407CF,FRAME 3/4 M K8.0 CH,VIK
04430,1 1/4-4 DEBURRING TOOL,RDC
04436,1/2-2 DEBURRING TOOL,REE
04438,CONE CHAMFER TOOL PDEB250,REE
04479,10"""" SAW BLADE""",REE
04494,"12"" SAW BLADE",REE
04505A,"SCW,
04546CAC,TRIGGER","165F"""
04547B,"PISTON,PISTON",
04559,1/2 ARBOR CHUCK,REE
04622C,"RUBBER,
04629A,BOX",
04631A,"CONNECTOR, FC",
04649B,"GASKET, G1",
04668A,"TEST BUTTON,TEST BUTTON",
04692A,"PLATE,
0470037PL,3/8 EYE SOCKET PL,ERC
0470050PL,1/2 EYE SOCKET PL,ERC
04711A,DETECTOR PKG",
04717A,"DETECTOR PKG,
04718A,DETECTOR PKG",
04736A,"PISTON,PISTON",
04739A,"PAD,
04740B,SPACER",
04741A,"SPRING,SPRING",
04874A,"SCW,
04900A,PIN",
04979C,"SUPPORT,
04991A,PIN",
04992B,"GASKET,
04993A,SCW",
05005005,1/2 PVC TEST PLUG MIPT,NIB
05006A,"REL ASSY,NITRO",
05012,1/2 X 1 1/4-1 1/2 TEE LET,CER
05012BB,VK130 K5.6 SR UP SS 155,VIK
05012BCB,VK130 K5.6 SR UP SS 155 WAX,VIK
05012BCD,VK130 K5.6 SR UP SS 175 WAX,VIK
05012BCE,VK130 K5.6 SR UP SS 200 WAX,VIK
05012BCM,VK130 K5.6 SR UP SS 212 WAX,VIK
05012BD,VK130 K5.6 SR UP SS 175,VIK
05012BE,VK130 K5.6 SR UP SS 200,VIK
05012BG,VK130 K5.6 SR UP SS 286,VIK
05012BH,VK130 K5.6 SR UP SS 360,VIK
05012BL,VK130 K5.6 SR UP SS 500,VIK
05012BM,VK130 K5.6 SR UP SS 212,VIK
05020,1/2 X 2 - 2 1/2 TEE LET,CER
05025,1/2 X 3 - 8 WELDED TEE LET,CER
0505006EG,1/2 x 6 THREADED ROD STEEL EG,ERC
05051B,"CARTON,
05053A,WATER MOTOR SCREW PACKAGE,VIK
05105S,PLUG",
05108A,"SCW,
05111A,PAD",
05114A,"PAD, 200",
05-115,3/8 EYE SOCKET,FPP
05-117,3/8 OFFSET SOCKET,FPP
05118CW/B,"WRENCH,
05119C,CARTON",
05133AAJ,SPRAY NOZZLE A2 BR 30DEG,VIK
05133AAK,SPRAY NOZZLE A2 BR 60DEG,VIK
05133AAL,SPRAY NOZZLE A2 BR 90DEG,VIK
05133AAM,SPRAY NOZZLE A2 BR 120DEG,VIK
05133AAN,SPRAY NOZZLE A2 BR 140DEG,VIK
05133AJJ,SPRAY NOZZLE A2 NCKL 30DEG,VIK
05133AJK,SPRAY NOZZLE A2 NCKL 60DEG,VIK
05133AJL,SPRAY NOZZLE A2 NCKL 90DEG,VIK
05133AJM,SPRAY NOZZLE A2 NCKL 120DEG,VIK
05133AJN,SPRAY NOZZLE A2 NCKL 140DEG,VIK
05134AAJ,SPRAY NOZZLE A2X BR 30DEG,VIK
05134AAK,SPRAY NOZZLE A2X BR 60DEG,VIK
05134AAL,SPRAY NOZZLE A2X BR 90DEG,VIK
05134AAM,SPRAY NOZZLE A2X BR 120DEG,VIK
05134AAN,SPRAY NOZZLE A2X BR 140DEG,VIK
05134AJJ,SPRAY NOZZLE A2X NCKL 30DEG,VIK
05134AJK,SPRAY NOZZLE A2X NCKL 60DEG,VIK
05134AJL,SPRAY NOZZLE A2X NCKL 90DEG,VIK
05134AJM,SPRAY NOZZLE A2X NCKL 120DEG,VIK
05134AJN,SPRAY NOZZLE A2X NCKL 140DEG,VIK
05-135,3/8 SHORT ROD COUPLING,FPP
05135AAJ,SPRAY NOZZLE B2 BR 30DEG,VIK
05135AAK,SPRAY NOZZLE B2 BR 60DEG,VIK
05135AAL,SPRAY NOZZLE B2 BR 90DEG,VIK
05135AAM,SPRAY NOZZLE B2 BR 120DEG,VIK
05135AAN,SPRAY NOZZLE B2 BR 140DEG,VIK
05135AJJ,SPRAY NOZZLE B2 NCKL 30DEG,VIK
05135AJK,SPRAY NOZZLE B2 NCKL 60DEG,VIK
05135AJL,SPRAY NOZZLE B2 NCKL 90DEG,VIK
05135AJM,SPRAY NOZZLE B2 NCKL 120DEG,VIK
05135AJN,SPRAY NOZZLE B2 NCKL 140DEG,VIK
05-136,3/8 X 1 3/4 LONG ROD COUPLING,FPP
05-137,1/2 SHORT ROD COUPLING,FPP
05-138,5/8 ROD COUPLING,FPP
05-139,3/4 ROD COUPLING,FPP
05-145,3/8 SPRING TOGGLE HEAD ONLY,FPP
05-150,3/8 X 4 COACH SCREW ROD,ARG
05250,POWER DRIVE & VISE 115V,REE
05251,POWER DRIVE & VISE 115V W/BOX,REE
05253,"POWER DRIVE,REED MFG 05253
05270,POWER DRIVE & VISE 115X 60HZ,REE
05272,POWER DRIVE",REED MFG 05272
0529,50' EXTENSION CORD 3-CONDUCTOR,EXTENSION CORD
0530,100'EXTENSION CORD 3-CONDUCTOR,EXTENSION CORD
05303C,"BODY,
05334A,PIN",
05339C,"GASKET,
05342B,DIAPHRAGM",
05344A,"SEAT,SEAT",
05354B,"GASKET,
05355A,PIN",
05360B,"RUBBER,
05361B,RETAINER",
05362CN/B,"CLAPPER,CLAPPER",
05-435,"#2 BOLT 1/2"" X 2""",FPP
05436C,"COVER,COVER",
05-444,"5/8"" X 3-1/4"" CAD PLATED BOLT",FPP
05445A,"RING,RING",
05-446,"7/8 X 3-3/4"" BOLT EG",FPP
05446A,"SPK GUARD,SPK GUARD",
05446A-L,"SPK GUARD,SPK GUARD",
05-450,3/8 FULL HEX NUT,FPP
05-450SS,3/8 HEX NUT SS 304,RDC
05-451,1/2 FULL HEX NUT ZINC,FPP
05-451SS,1/2 HEX NUT SS 304,RDC
05-452,5/8 FULL HEX NUT,FPP
05-452SS,5/8 HEX NUT SS 304,RDC
05-453,3/4 FULL HEX NUT,FPP
05-453SS,3/4 HEX NUT SS 304,RDC
05-454,7/8 FULL HEX NUT,FPP
05458C,"6"" H1 CTL VLV FG",VIK
05459AB,"CUP,
05459AF,CUP",
05459AJN,"CUP,
05459AM/B,CUP",
05459AM/BM1094-E,"CUP,
05459AM/RAL3001,CUP",
05459AM/RAL7030-S,"CUP,
05459AM/RAL9096,CUP",
05459AM/SW2804-F,"CUP,
05459AM/SW6127-F,CUP",
05459AM/SW6148,"CUP,
05459AM/SW6258,CUP",
05459AM/SW9096,"CUP,
05459AM/W,CUP",
05-474,"1/2""SETTING TOOL 1/2"" DIAMETER",FPP
05-475,3/8 SETTING TOOL FOR 38DIA,FPP
05-476,"3/8"" SETTING TOOL 3/8"" MINI",FPP
05479A,"GASKET,
05480B,DIAPHRAGM ASSY",
05486A,"COVER,
05497C,2.5"""" D1 CK VLV GG""",VIK
05499B,"CLAPPER ASSY,CLAPPER ASSY",
05603A,"PLATE,
05604B,SHAFT",
05606,1/2 HIGH SPD STL SEGMENTAL DIE,REE
05606C,SUPPORT ASSY GONG WTR MTR F2,GONG
05608,3/4 HIGH SPD STL SEGMENTAL DIE,REE
05610,1 HIGH SPEED STL SEGMENTAL DIE,REE
05612,11/4HIGH SPD STL SEGMENTAL DIE,REE
05614,11/2HIGH SPD STL SEGMENTAL DIE,REE
05616,2 HIGH SPEED STL SEGMENTAL DIE,REE
05626,1/2DROPHEAD COMPLETE RIGHTHAND,REE
05628,3/4DROPHEAD COMPLETE RIGHTHAND,REE
05630,1 DROPHEAD COMPLETE RIGHT HAND,REE
05632,11/4DROPHEAD COMPLET RIGHTHAND,REE
05634,11/2DROPHEAD COMPLET RIGHTHAND,REE
05636,2 DROPHEAD COMPLETE RIGHTHAND,REE
05703B,"CLPR ASSY,CLPR ASSY",
05704B,"RING,
05704BN,RING"," PTFE COAT"""
05707A,"SCW,
05768A,LABEL",
05781A,"VALVE,
05781AJ,VALVE","PLT"""
05787C,"CARTON,200",
05788B,"PARTITION,200",
05796BW/B,"CVR ASSY,
05815,1/2""""-3/4"""" NPT HARDEN STEEL DIE""",REE
05820,"1""-2"" NPT HARDEN STEEL DIE",REE
05835CPT,"3""DEL E1 VLV & TRIM GALV PREAS",VIK
05837C,"3"" H1 CTL VLV FG",VIK
05838A,"SPRING,SPRING",
05839C,"4"" E1 DEL VLV FG",VIK
05841C,"4"" H1 CTL VLV FG",VIK
05842A,"SPRING,SPRING",
05852C,"2"" E1 DEL VLV",VIK
05852CPT,"2""DEL E1 VLV & TRIM GALV PREAS",VIK
05855A,"SCW,
05856C,2"""" H1 CTL VLV""",VIK
05856CPT,"2""PRE-TRIMMED FL CTLVLV H1 THD",VIK
05866A,"SHIELD & GUARD ASSY,
05866A-L,SHIELD & GUARD ASSY",
05904B,"RETARD,
05906C,6"""" E1 DEL VLV FF""",VIK
05906CPT,"6"" PRE-TRIMMED DEL VLV E1 FF",VIK
05908C,"6"" H1 CTL VLV FF",VIK
05909C,"4"" E1 DEL VLV FF",VIK
05911C,"4"" H1 CTL VLV FF",VIK
05912C,"3"" E1 DEL VLV FF",VIK
05914C,"3"" H1 CTL VLV FF",VIK
05939B,"SPRING,SPRING",
05940B,"SPRING,
05951S,VALVE",
05952B,"SPRING,
05956B,SEAT",
05957B,"CUP,
06003A,TRIM",
06009A,"HANDLE GRIP,
06010A,HANDLE GRIP",
06011A,"LABEL,
06016BW/B,CVR ASSY",
06021B,"SPRING,SPRING",
06-025,2.5 GAL EXPANSION TANK UL,FPP
06057A,"KIT,
06058A,KIT",
0609193,"3"" Y STRAINER",AME
06091A,"KIT,E1",
06109B,"RUBBER,
06118,1QT THREADGUARD DARK CUT OIL,REE
06120,1GL THREADGUARD DARK CUT OIL,REE
06122,5GL THREADGUARD DARK CUT OIL,REE
06126BA,FR ASSY",FIREBOY
06128BA,"FRAME,1/2
06129BA,FRAME",M
06138A,"KIT,
0614160,RECLAIMED COLOR KNIT WIPERS,FAS
06150,OIL GUN W/PAN",OIL GUN
06160A,"SPRING ASSY,SPRING ASSY",
06174A,"1/2"" VLV UNIT,1/2"""" VLV UNIT",
06177A,"SPRING,SPRING",
06224A,"SPRING,SPRING",
06227A,"PAD,
06230,TAPE MEASURE",TAPE MEASURE
06-235557-001,CO2 CARTRIDGE,KID
06-327,C-LING SOFTWARE,FIK
06419AB/A,"ADJ ESCUT,
06419AB/B,ADJ ESCUT",
06419AB-L,"ADJ ESCUT,
06419AE/B,ADJ ESCUT",
06419AF,"ADJ ESCUT,
06419AF/B,ADJ ESCUT",
06419AF-L,"ADJ ESCUT,
06419AM/B,ADJ ESCUT",
06419AM/BM2018-40,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BM2099-20,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BM2108-30-F,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BM2112-10-F,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BM2115-10,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BM2123-60,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BM2124-10-S,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BM2132-10-S,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BM2133-10-E,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BM2137-30,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BM2141-50,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BM2143-70,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BM2147-40,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BM2149-70,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BM2154-40,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BM237,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BM239-M,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BM856-F,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BM861-F,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BM972-E,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMAC-25-F,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMAC-35-F,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMAC-41,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMAF-20,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMAF-240-F,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMAF-5-F,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMAF-685-E,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMAF-715-F,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMAF-715-M,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMCC-20-F,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMCC-30-F,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMHC-104,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMHC-107-F,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMHC-122-E,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMHC-166,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMHC-166-F,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMHC-169,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMHC-172,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMHC-172-F,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMHC-20,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMHC-34,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMHC-42-E,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMHC-44,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMHC-65,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMHC-70-E,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMHC-80,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMHC-81,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMHC-84,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMHC-87-F,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMHC-99-M,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMOC-117-F,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMOC-28-M,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMOC-32-M,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMOC-66-M,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMOC-67-F,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMOC-7-F,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMOC-90-E,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMOC-94,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/BMPM-25-F,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/DE5214-F,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/DE5263-F,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/DE5296-F,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/DE5322-E,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/DE5324-F,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/DE5331-F,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/DE5359-F,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/DE6124-F,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/DE6137-S,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/DE6142-F,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/DE6150-S,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/DE6169-E,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/DE6217-F,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/DE6228,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/DEC725-F,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/DEW338-F,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/DEW346-E,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/I,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL1001,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL1003,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL1013,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL1013-M,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL1014,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL1015,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL1018,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL1019,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL1023,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL1027-M,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL1035,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL1035-E,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL1036,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL2002,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL2003,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL2011,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL3001,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL3007,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL3016-M,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL3020,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL4002,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL5000,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL5004,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL5008,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL5011,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL5011-M,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL5013,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL5013-M,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL5015,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL5023,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL5024-M,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL6005-M,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL6009,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL6012,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL6018,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL6020,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL6021,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL6021-M,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL6022,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL6033-G,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL7004,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL7005,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL7006-M,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL7010,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL7012,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL7012-M,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL7016-M,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL7021,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL7021-M,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL7024,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL7030,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL7030-M,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL7032,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL7034,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL7035,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL7035-M,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL7036,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL7038,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL7042,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL7044,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL7047,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL8001-M,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
06419AM/RAL8014,"ADJ ESCUT 1/2,ADJ ESCUT 1/2",
